name,standard_name,parent_company,country_hq,industry,involvement_types,data_sources,confidence_score
Curiously Strawberry Cereal,,Nestle,,,,bdscoalition.ca,0
Curtis-Wright,,,,,,bdscoalition.ca,0
Curver,,Keter Group,,,,bdscoalition.ca,0
Cutting Edge International Church,,,,,,bdscoalition.ca,0
Cyberstarts,,,,,,bdscoalition.ca,0
Cyclone Manufacturing,,,,,,bdscoalition.ca,0
D H Gales Family Foundation,,,,,,bdscoalition.ca,0
D'Onofrio Cocoa,,Nestle,,,,bdscoalition.ca,0
D-Vion,,Procter and Gamble,,,,bdscoalition.ca,0
D. Hay Marketing of Agricultural Product,,,,,,bdscoalition.ca,0
D.B.S Satellite Services Ltd.,,,,,,bdscoalition.ca,0
D.F.A. Capital,,,usa,,,bdscoalition.ca,0
D.N. Kol Gader,,,,,,bdscoalition.ca,0
Daim Chocolate,,Mondelez International,,,,bdscoalition.ca,0
Daimler,,Daimler AG,,,,bdscoalition.ca,0
Dairy Box chocolate,,Nestle,,,,bdscoalition.ca,0
Dairy Milk Chocolate,,Mondelez International,,,,bdscoalition.ca,0
Dalhousie University,,,,,,bdscoalition.ca,0
Dalia Eliaspor Building Contracting Co. 1972,,,,,,bdscoalition.ca,0
Dallas Venture Capital (DVC),,,usa,,,bdscoalition.ca,0
Dalton Alma Crimson KPM 2020,,,,,,bdscoalition.ca,0
Dalton Canaan Red KPM 2021,,,,,,bdscoalition.ca,0
Dalton Estate Oak Aged Merlot 2020 KP,,,,,,bdscoalition.ca,0
Dalton Estate Oak Aged Shiraz KP 2020,,,,,,bdscoalition.ca,0
Dalton Safsufa Vineyards Cabernet Sauvignon KPM,,,,,,bdscoalition.ca,0
Dalton Winery Canaan White KPM,,,,,,bdscoalition.ca,0
Damak chocolate,,Nestle,,,,bdscoalition.ca,0
Damla Water,,Coca-Cola,,,,bdscoalition.ca,0
Dan Pri Export and International Trade,,,,,,bdscoalition.ca,0
Dan Public Transportation Company,,,,,,bdscoalition.ca,0
Dancow,,Nestle,,,,bdscoalition.ca,0
Daniel Roth,,LVMH,,,,bdscoalition.ca,0
Danklorix,,Colgate Palmolive,,,,bdscoalition.ca,0
Danone,,Danone S.A.,,,,bdscoalition.ca,0
Danske Bank,,,,,,bdscoalition.ca,0
Danya Cebus,Danya Cebus Ltd,,Israel,Engineering & Construction,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Dar Natury,,Nestle,,,,bdscoalition.ca,0
Dardex capital,,,,,,bdscoalition.ca,0
Darko Ice Cream,,Unilever,,,,bdscoalition.ca,0
Darphin,,Estee Lauder,,,,bdscoalition.ca,0
Dasani,,Coca-Cola,,,,bdscoalition.ca,0
Dash Detergent,,Procter and Gamble,,,,bdscoalition.ca,0
Dash Developments,,,,,,bdscoalition.ca,0
DataPower Ventures,,,usa,,,bdscoalition.ca,0
David & Miray Granovsky,,,,,,bdscoalition.ca,0
David Ackerstein Ltd.,,,,,,bdscoalition.ca,0
David Kirsch Forwarders,,,,,,bdscoalition.ca,0
Davidoff,,Coty,,,,bdscoalition.ca,0
Davidov's VC (DVC),,,,,,bdscoalition.ca,0
Dawn Dish Soap,,Procter and Gamble,,,,bdscoalition.ca,0
Dawn Skincare,,Unilever,,,,bdscoalition.ca,0
Day & Zimmermann,,,,,,bdscoalition.ca,0
Day One Ventures,,,usa,,,bdscoalition.ca,0
DayDream Ventures,,,usa,,,bdscoalition.ca,0
DayQuil,,Procter and Gamble,,,,bdscoalition.ca,0
Daz Detergent,,Procter and Gamble,,,,bdscoalition.ca,0
DB Ventures,,,usa,,,bdscoalition.ca,0
DC Shoes,,Authentic Brands Group,,,,bdscoalition.ca,0
DCVC,,,,,,bdscoalition.ca,0
Dead Sea Magnesium Limited,,,,,,bdscoalition.ca,0
Dead Sea Salt,,,,,,bdscoalition.ca,0
Debow Family,,,,,,bdscoalition.ca,0
Decleor,,L'Oreal,,,,bdscoalition.ca,0
Deep Insight,,,,,,bdscoalition.ca,0
Deep River Rock Water,,Coca-Cola,,,,bdscoalition.ca,0
Deep Rock Water,,Primo Water Corp,,,,bdscoalition.ca,0
Deer Park Water,,Blue Triton,,,,bdscoalition.ca,0
DefenSoft,,,,,,bdscoalition.ca,0
deftly.vc,,,,,,bdscoalition.ca,0
Degree Deodorant,,Unilever,,,,bdscoalition.ca,0
Deja,,Unilever,,,,bdscoalition.ca,0
Deka Group,,,,,,bdscoalition.ca,0
Dekel Acher Construction and Investments,,,,,,bdscoalition.ca,0
Del Valle Juice,,Coca-Cola,,,,bdscoalition.ca,0
Delek Israel Fuel Company Ltd.,,Delek Group Ltd.,,,,bdscoalition.ca,0
Deliverance In Christ Ministeries,,,,,,bdscoalition.ca,0
Dell Technologies,Dell Technologies Inc,,usa,Computer Hardware,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Dell Technologies Capital,,,usa,,,bdscoalition.ca,0
Delta Clothing,,Delta Galil Industries,,,,bdscoalition.ca,0
Delta Galil Industries Ltd.,Delta Galil Industries Ltd,,Israel,Apparel Manufacturing,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Delta Israel Brands Ltd.,Delta Israel Brands Ltd,,Israel,Apparel Manufacturing,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Dental Brands For Less Inc,,,,,,bdscoalition.ca,0
Dentsply Canada Ltd,,,,,,bdscoalition.ca,0
Depend,,Kimberly-Clark,,,,bdscoalition.ca,0
Dermalogica,,Unilever,,,,bdscoalition.ca,0
Dermaspark Products Inc.,,,,,,bdscoalition.ca,0
Dero Detergent,,Unilever,,,,bdscoalition.ca,0
Deshen Hatzafon  Production and Marketing of Fertilizer,,,,,,bdscoalition.ca,0
DESIGNER FUND,,,usa,,,bdscoalition.ca,0
Desjardins Insurance,,,,,,bdscoalition.ca,0
Dettol,,Reckitt Benckiser,,,,bdscoalition.ca,0
Deutsche Bank,,,,,,bdscoalition.ca,0
DevaCurl,,Henkel,,,,bdscoalition.ca,0
Devonshire Properties Inc.,,,,,,bdscoalition.ca,0
Dexcel Pharma Technologies,,,,,,bdscoalition.ca,0
DFS,,LVMH,,,,bdscoalition.ca,0
"Dhl Express Canada, Ltd.",,,,,,bdscoalition.ca,0
Diabetisource,,Nestle,,,,bdscoalition.ca,0
Dial Soap,,Henkel,,,,bdscoalition.ca,0
Diamond & Diamond Lawyers,,,,,,bdscoalition.ca,0
Diamond C Cowboy Church Inc.,,,,,,bdscoalition.ca,0
DiamondCorp,,,,,,bdscoalition.ca,0
Dickinson Wright LLP,,,,,,bdscoalition.ca,0
Diesel,,OTB Group,,,,bdscoalition.ca,0
Diet Coke,,Coca-Cola,,,,bdscoalition.ca,0
Dig Ventures,,,,,,bdscoalition.ca,0
DiGiorno Pizza,,Nestle,,,,bdscoalition.ca,0
Digital Horizon VC,,,,,,bdscoalition.ca,0
Dillards,,Dillards,,,,bdscoalition.ca,0
Dimar Canada,,,,,,bdscoalition.ca,0
Dimension,,Unilever,,,,bdscoalition.ca,0
Dine Cat Food,,Mars,,,,bdscoalition.ca,0
Dior,,LVMH,,,,bdscoalition.ca,0
Discover,,,,,,bdscoalition.ca,0
Discreet,,Procter and Gamble,,,,bdscoalition.ca,0
Disney,,The Walt Disney Company,,,military_support,"bdscoalition.ca, boycott.thewitness",0.5
Disruption Ventures,,,,,,bdscoalition.ca,0
Distributeck Electrique Inc,,,,,,bdscoalition.ca,0
Distributed Ventures,,,usa,,,bdscoalition.ca,0
Distribution Regitan,,,,,,bdscoalition.ca,0
Divco,,,,,,bdscoalition.ca,0
Divergent Capital,,,usa,,,bdscoalition.ca,0
Dives Luxury Cusom Millwork,,,,,,bdscoalition.ca,0
Dixie,,Koch Industries,,,,bdscoalition.ca,0
DJI - DaJiang Innovation Technology Company,,,,,,bdscoalition.ca,0
DKNY,,LVMH,,,,bdscoalition.ca,0
DNB,,,,,,bdscoalition.ca,0
Dobry,,Coca-Cola,,,,bdscoalition.ca,0
Doctors Office Toronto,,,,,,bdscoalition.ca,0
Dodo Bar Or,,Dodo Bar Or,,,,bdscoalition.ca,0
Dodo Jewels,,Kering,,,,bdscoalition.ca,0
Dodot Diapers,,Procter and Gamble,,,,bdscoalition.ca,0
Dog Chow,,Nestle,,,,bdscoalition.ca,0
Dog Tales Rescue and Sanctuary,,,,,,bdscoalition.ca,0
Dogadan,,Coca-Cola,,,,bdscoalition.ca,0
Dolca Coffee,,Nestle,,,,bdscoalition.ca,0
Dolce and Gabbana Perfumes,,Procter and Gamble,,,,bdscoalition.ca,0
Dolente Concrete & Drain Co,,,,,,bdscoalition.ca,0
Dollar Shave Club,,Unilever,,,,bdscoalition.ca,0
Dollarama S.E.C.,,,,,,bdscoalition.ca,0
Dolmio,,Mars,,,,bdscoalition.ca,0
Dolo Neurobion,,Procter and Gamble,,,,bdscoalition.ca,0
Dolormin,,J&J (Kenvue),,,,bdscoalition.ca,0
Dom Perignon,,LVMH,,,,bdscoalition.ca,0
Doma Marketing for Building & Training ltd.,,,,,,bdscoalition.ca,0
Domestos Cleaner,,Unilever,,,,bdscoalition.ca,0
Domex Cleaner,,Unilever,,,,bdscoalition.ca,0
Dominion In Christ International Ministries,,,,,,bdscoalition.ca,0
Dominion Nickel Investments Limited,,,,,,bdscoalition.ca,0
DominKnow,,,,,,bdscoalition.ca,0
Dominos Pizza,,Dominos Pizza Inc.,,,,bdscoalition.ca,0
Don Limpio,,Procter and Gamble,,,,bdscoalition.ca,0
Dona Engineering and Construction,,,,,,bdscoalition.ca,0
Donna Italia,,,,,,bdscoalition.ca,0
Donna Karan,,LVMH,,,,bdscoalition.ca,0
Donut Shop Coffee,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Doona,,,,,,bdscoalition.ca,0
DoorDash,,,,,,bdscoalition.ca,0
Doosan Corp,Doosan Corp,,South Korea,Conglomerates,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Dor Alon Energy Israel (1988) Ltd.,,,,,,bdscoalition.ca,0
Doritos,,PepsiCo,,,,bdscoalition.ca,0
Dorna Water,,Coca-Cola,,,,bdscoalition.ca,0
Doublemint Gum,,Mars,,,,bdscoalition.ca,0
Douglas Labs,,Nestle,,,,bdscoalition.ca,0
Dove Chocolate,,Mars,,,,bdscoalition.ca,0
Dove Soap,,Unilever,,,,bdscoalition.ca,0
Downsview Italian Pentecostal Church,,,,,,bdscoalition.ca,0
Dr Geoffrey R Conway Memorial Foundation (Canada),,,,,,bdscoalition.ca,0
Dr Jart+,,Estee Lauder,,,,bdscoalition.ca,0
Dr Kaufmann,,Unilever,,,,bdscoalition.ca,0
Dr Pepper,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Dr Teals,,PDC Brands,,,,bdscoalition.ca,0
Dr. Howard & Janice Langer,,,,,,bdscoalition.ca,0
Drakkar Noir Fragrances,,Drakkar Noir,,,,bdscoalition.ca,0
Dream House,,,,,,bdscoalition.ca,0
Dreamies Cat Treats,,Mars,,,,bdscoalition.ca,0
Dreamit Ventures,,,usa,,,bdscoalition.ca,0
Dreft Detergent,,Procter and Gamble,,,,bdscoalition.ca,0
Dreyers Ice Cream,,Nestle,,,,bdscoalition.ca,0
Drimmer Family,,,,,,bdscoalition.ca,0
Drummond Company Inc.,,,,,,bdscoalition.ca,0
Drumstick,,Nestle,,,,bdscoalition.ca,0
DryNites,,Kimberly-Clark,,,,bdscoalition.ca,0
DSQ,,,,,,bdscoalition.ca,0
Dubin Wealth Advisory,,,,,,bdscoalition.ca,0
Dubois Agrinovation Inc.,,,,,,bdscoalition.ca,0
Ducati,,Volkswagen Group,,,,bdscoalition.ca,0
Dufferin Construction Co,,,,,,bdscoalition.ca,0
Dundee VC,,,usa,,,bdscoalition.ca,0
Duo Beauty,,American International Industries,,,,bdscoalition.ca,0
Durex,,Reckitt Benckiser,,,,bdscoalition.ca,0
Dutch Das,,Unilever,,,,bdscoalition.ca,0
Duty Free Americas,,,,,,bdscoalition.ca,0
Duyvis,,PepsiCo,,,,bdscoalition.ca,0
DVRGNT Ventures,,,usa,,,bdscoalition.ca,0
Dynamic Loop Capital,,,,,,bdscoalition.ca,0
DZ Bank,,,,,,bdscoalition.ca,0
E.C.S. Electrical Cable Supply Ltd.,,,,,,bdscoalition.ca,0
E.P.R. Systems,,,,,,bdscoalition.ca,0.25
E.R.L. Diamonds Inc.,,,,,,bdscoalition.ca,0
E.T. Legal Services,,,,,,bdscoalition.ca,0
E2 Energy Drink,,Coca-Cola,,,,bdscoalition.ca,0
E44 Ventures,,,,,,bdscoalition.ca,0
Eagle Place Christian Fellowship,,,,,,bdscoalition.ca,0
Earlyview Capital,,,,,,bdscoalition.ca,0
Earth & Beyond Ventures,,,,,,bdscoalition.ca,0
Earth Buddy,,Spinmaster,,,,bdscoalition.ca,0
Earth First Food Ventures,,,,,,bdscoalition.ca,0
East Braintree Community Church Inc,,,,,,bdscoalition.ca,0
Eastern Lines,,,,,,bdscoalition.ca,0
Eastlink Lanker,,,,,,bdscoalition.ca,0
Easy Cheese,,Mondelez International,,,,bdscoalition.ca,0
EBF Capital,,,,,,bdscoalition.ca,0
Ebly Cereal,,Mars,,,,bdscoalition.ca,0
eCAPITAL ENTREPRENEURIAL PARTNERS,,,,,,bdscoalition.ca,0
Eclipse Gum,,Mars,,,,bdscoalition.ca,0
Eclipse VC,,,usa,,,bdscoalition.ca,0
Eco de los Andes,,Nestle,,,,bdscoalition.ca,0
Eddie Bauer,,Authentic Brands Group,,,,bdscoalition.ca,0
Eden,,Primo Water Corp,,,,bdscoalition.ca,0
Eden Springs,,Primo Water Corp,,,,bdscoalition.ca,0
Edmonton Word Of Faith Fellowship,,,,,,bdscoalition.ca,0
Edom UK,,,,,,bdscoalition.ca,0
eDreams ODIGEO S.A.,,,,,,bdscoalition.ca,0
Efco Equipment,,,,,,bdscoalition.ca,0
EffiSolar Enterprises Inc.,,,,,,bdscoalition.ca,0
Effort Trust,,,,,,bdscoalition.ca,0.25
Efgad Engineering and Construction Works,,,,,,bdscoalition.ca,0
Efrat Judean Hills Cabernet Sauvignon Mevusha by Teperberg,,,,,,bdscoalition.ca,0
Efrat Judean Hills Riesling Mevush by Teperberg,,,,,,bdscoalition.ca,0
Egged Transportation Ltd.,,,,,,bdscoalition.ca,0
Eggo Waffles,,Kellanova,,,,bdscoalition.ca,0
Egis Group,,,,,,bdscoalition.ca,0
Egis Rail,,,,,,bdscoalition.ca,0
Ehrlich Real Estate Advisors Inc.,,,,,,bdscoalition.ca,0
Eight Roads Ventures,,,,,,bdscoalition.ca,0
Einav Ahets,,,,,,bdscoalition.ca,0
Einstein Bros Bagels,,JAB Holding Company,,,,bdscoalition.ca,0
El Al Israel Airlines,,,,,,bdscoalition.ca,0
El Chana,,Nestle,,,,bdscoalition.ca,0
El Encuentro Alliance Church,,,,,,bdscoalition.ca,0
El Go Team,,,,,,bdscoalition.ca,0
El-Far Electronics Systems,,,,,,bdscoalition.ca,0
Elah Fund,,,,,,bdscoalition.ca,0
Elbit Systems,Elbit Systems Ltd,,Israel,Aerospace & Defense,"border_security, occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Elco Ltd,Elco Ltd,,Israel,Conglomerates,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Eldad Spivak Engineering  Co.,,,,,,bdscoalition.ca,0
Electra,Electra Ltd,Electra Group Ltd. Elco Ltd,Israel,Engineering & Construction,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Electra Afikim,,Electra Group Ltd. Elco Ltd,,,,bdscoalition.ca,0
Elegant Touch,,PDC Brands,,,,bdscoalition.ca,0
Element Skateboard,,Authentic Brands Group,,,,bdscoalition.ca,0
Elementor,,Elementor,,,,bdscoalition.ca,0
Elevata Ventures,,,usa,,,bdscoalition.ca,0
Elevit,,Bayer,,,,bdscoalition.ca,0
Eli Yohanan Engineers,,,,,,bdscoalition.ca,0
Elite chocolate,,Strauss Group Ltd,,,,bdscoalition.ca,0
Elite Coffee,,Strauss Group Ltd,,,,bdscoalition.ca,0
ELLE,,Lagardere Group,,,,bdscoalition.ca,0
Elmex,,Colgate Palmolive,,,,bdscoalition.ca,0
Elrom Studios (2000) Ltd.,,,,,,bdscoalition.ca,0
Elta MD,,Colgate Palmolive,,,,bdscoalition.ca,0
Eltal Technologistics,,,,,,bdscoalition.ca,0
Elyahu Zalman & Sons Metal Tubes Industries,,,,,,bdscoalition.ca,0
Elyakim Ben Ari,,,,,,bdscoalition.ca,0
Emerald Development Managers,,,usa,,,bdscoalition.ca,0
Emerald Riesling French -Efrat Judean Hills by Teperberg,,,,,,bdscoalition.ca,0
Emerge,,,,,,bdscoalition.ca,0
Emergen-C,,Haleon,,,,bdscoalition.ca,0
Eminence,,Delta Galil Industries,,,,bdscoalition.ca,0
"Emmanuel Christian Church Of Newbury, Ontario",,,,,,bdscoalition.ca,0
Emmanuel Community Church,,,,,,bdscoalition.ca,0
Empire Company Ltd,,,,,,bdscoalition.ca,0
Emtan Karmiel,,,,,,bdscoalition.ca,0
Encore Ministries Of Calgary,,,,,,bdscoalition.ca,0
Energix Renewable Energies,,,,,,bdscoalition.ca,0
Energize Capital,,,usa,,,bdscoalition.ca,0
Enerpoint Israel,,,,,,bdscoalition.ca,0
Enfamil,,Reckitt Benckiser,,,,bdscoalition.ca,0
English Cake,,,,,,bdscoalition.ca,0
ENI Advanced Security Solutions,,,,,,bdscoalition.ca,0
Eniac Ventures,,,usa,,,bdscoalition.ca,0
Enjoy Life Foods,,Mondelez International,,,,bdscoalition.ca,0
Enlight Renewable Energy,Enlight Renewable Energy Ltd,,Israel,Utilities - Regulated Electric,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Eno,,Haleon,,,,bdscoalition.ca,0
Enovid by SaNOtize,,,,,,bdscoalition.ca,0
Entree Capital,,,,,,bdscoalition.ca,0
Enviga,,Coca-Cola,,,,bdscoalition.ca,0
Epcor Utilities,,City of Edmonton,,,,bdscoalition.ca,0
Equal Ventures,,,usa,,,bdscoalition.ca,0
Equant Capital,,,,,,bdscoalition.ca,0
Era Detergent,,Procter and Gamble,,,,bdscoalition.ca,0
Erez Capital,,,usa,,,bdscoalition.ca,0
Eric & Noah Godfrey,,,,,,bdscoalition.ca,0
Erikli Water,,Nestle,,,,bdscoalition.ca,0
Erste Group,,,,,,bdscoalition.ca,0
Escuis,,Coca-Cola,,,,bdscoalition.ca,0
Esdc - Service Canada,,,,,,bdscoalition.ca,0
Eskimo Ice Cream,,Nestle,,,,bdscoalition.ca,0
Eskinol,,Unilever,,,,bdscoalition.ca,0
Esko-Graphics Inc.,,,usa,,,bdscoalition.ca,0
Espresso House,,JAB Holding Company,,,,bdscoalition.ca,0
Essence VC,,,usa,,,bdscoalition.ca,0
Essentia,,Nestle,,,,bdscoalition.ca,0
Essie,,L'Oreal,,,,bdscoalition.ca,0
Estee Lauder Cosmetics Ltd,,,,,,bdscoalition.ca,0
Estrelitas,,Nestle,,,,bdscoalition.ca,0
Etch-A-Sketch,,Spinmaster,,,,bdscoalition.ca,0
Ethel M Chocolates,,Mars,,,,bdscoalition.ca,0
Ethiopian Orthodox Tewahedo Church of Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
Ethos Water,,Starbucks,,,,bdscoalition.ca,0
Etihad Airways,,,,,,bdscoalition.ca,0
eToro,,eToro,,,,bdscoalition.ca,0
Eucerin,,Beiersdorf,,,,bdscoalition.ca,0
Eukanuba,,Mars,,,,bdscoalition.ca,0
Euro Israel (I.S.),,,,,,bdscoalition.ca,0
Eurowings,,,,,,bdscoalition.ca,0
Eva NYC,,Bansk Group,,,,bdscoalition.ca,0
Eva Water,,Coca-Cola,,,,bdscoalition.ca,0
Evangel Pentecostal Church,,,,,,bdscoalition.ca,0
Evangelical Lutheran Church in Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
Evax,,Procter and Gamble,,,,bdscoalition.ca,0
Evergreen Way Consulting,,,,,,bdscoalition.ca,0
Evergryn Ventures,,,,,,bdscoalition.ca,0
Everlasting Life Evangelic Ministerial Association,,,,,,bdscoalition.ca,0
Everywhere Ventures,,,usa,,,bdscoalition.ca,0
Evian Water,,Danone S.A.,,,,bdscoalition.ca,0
Evolution Equity Partners,,,usa,,,bdscoalition.ca,0
Evolve Protein Beverage,,PepsiCo,,,,bdscoalition.ca,0
EVP (Australia),,,,,,bdscoalition.ca,0
Evron Systems Ltd.,,,,,,bdscoalition.ca,0
Excel Gum,,Mars,,,,bdscoalition.ca,0
Excelitas,,,,,,bdscoalition.ca,0
Executive Maintenance Services Inc,,,,,,bdscoalition.ca,0
Exelcat,,Mars,,,,bdscoalition.ca,0
Exelpet,,Mars,,,,bdscoalition.ca,0
Exor Ventures,,,usa,,,bdscoalition.ca,0
Expanding Capital,,,usa,,,bdscoalition.ca,0
Expedia Group Inc.,Expedia Group Inc,,usa,Leisure,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Export Investment Company Ltd.,Export Investment Corp Ltd,,Israel,Banks - Regional - Asia,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Express VPN,,Kape Technologies,,,,bdscoalition.ca,0
Extal Ltd.,,,,,,bdscoalition.ca,0
Extantia Capital,,,,,,bdscoalition.ca,0
Extra Gum,,Mars,,,,bdscoalition.ca,0
Extreme Ice Cream,,Nestle,,,,bdscoalition.ca,0
Exxon Mobil Corp,Exxon Mobil Corp,,USA,Oil & Gas Integrated,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Eylure,,PDC Brands,,,,bdscoalition.ca,0
EZ Flow Nail Systems,,American International Industries,,,,bdscoalition.ca,0
F I B I Holding Ltd,F I B I Holding Ltd,,Israel,Banks - Regional - Asia,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
"F.G.Lister & Co., Limited",,,,,,bdscoalition.ca,0
F.K. Generators and Equipment,,,,,,bdscoalition.ca,0
F2 Venture Capital,,,,,,bdscoalition.ca,0
f7 Ventures,,,usa,,,bdscoalition.ca,0
Fab Detergent,,Procter and Gamble,,,,bdscoalition.ca,0
Fabricland,,,,,,bdscoalition.ca,0
Fabuloso Cleaner,,Colgate Palmolive,,,,bdscoalition.ca,0
Face To Face Encounters Healing Ministry,,,,,,bdscoalition.ca,0
Facebook,,Meta Platforms Inc,,,,bdscoalition.ca,0
Fair and Lovely,,Unilever,,,,bdscoalition.ca,0
Fairlife,,Coca-Cola,,,,bdscoalition.ca,0
Fairy Detergent,,Procter and Gamble,,,,bdscoalition.ca,0
Faith Apostolic Church Of Jesus Christ Hamilton,,,,,,bdscoalition.ca,0
Faith Factor Ministries International,,,,,,bdscoalition.ca,0
Faith Family Church Christian Faith Outreach Centre Of Toronto,,,,,,bdscoalition.ca,0
Faith Hope & Love Church Corporation,,,,,,bdscoalition.ca,0
Faith Hope And Charity Evangelistic Ministries (Fhcem),,,,,,bdscoalition.ca,0
Faith Tabernacle Of London,,,,,,bdscoalition.ca,0
Faith Word Fellowship Canada,,,,,,bdscoalition.ca,0
Falcon (WF) Technologies,,,,,,bdscoalition.ca,0
Falcon Peak Capital,,,usa,,,bdscoalition.ca,0
Falim Gum,,Mondelez International,,,,bdscoalition.ca,0
Fall Line Capital,,,usa,,,bdscoalition.ca,0
Family,,,,,,bdscoalition.ca,0
Family Enrichment Ministries,,,,,,bdscoalition.ca,0
Fanacoa,,Unilever,,,,bdscoalition.ca,0
Fancy Feast,,Nestle,,,,bdscoalition.ca,0
Fanta,,Coca-Cola,,,,bdscoalition.ca,0
FANUC,,,,,,bdscoalition.ca,0
Far Coast Coffee,,Coca-Cola,,,,bdscoalition.ca,0
Faraday Ventures,,,,,,bdscoalition.ca,0
Farm Boy,,,,,,bdscoalition.ca,0
Farmacy,,Procter and Gamble,,,,bdscoalition.ca,0
Farmhand Ventures,,,usa,,,bdscoalition.ca,0
Farpoint Ventures,,,usa,,,bdscoalition.ca,0
Fasken,,,,,,bdscoalition.ca,0
Fasoho Chapel Ministries,,,,,,bdscoalition.ca,0
Fassi,,,,,,bdscoalition.ca,0
FDS Deodorant,,Unilever,,,,bdscoalition.ca,0
Feast Ventures,,,,,,bdscoalition.ca,0
Federal Express Canada Corporation,,,,,,bdscoalition.ca,0
FedEx,,,,,,bdscoalition.ca,0
Felicis Ventures,,,usa,,,bdscoalition.ca,0
Felix Cat Food,,Nestle,,,,bdscoalition.ca,0
Femibion,,Procter and Gamble,,,,bdscoalition.ca,0
Fendi,,LVMH,,,,bdscoalition.ca,0
Fenistil,,Haleon,,,,bdscoalition.ca,0
Ferment,,,usa,,,bdscoalition.ca,0
Fern Creek Ventures,,,usa,,,bdscoalition.ca,0
Fiat Ventures,,,usa,,,bdscoalition.ca,0
Fibersource,,Nestle,,,,bdscoalition.ca,0
Field Produce Marketing Ltd.,,Field Produce Ltd.,,,,bdscoalition.ca,0
Fieldgate Developments,,,,,,bdscoalition.ca,0
Fiesta Farms,,,,,,bdscoalition.ca,0
FIFA,,,,,,bdscoalition.ca,0
Fiji Water,,The Wonderful Company,,,,bdscoalition.ca,0
Fika Ventures,,,usa,,,bdscoalition.ca,0
Fila,,Fila Holdings,,,,bdscoalition.ca,0
Filles De La Sagesse Du Canada,,,,,,bdscoalition.ca,0
Filorga,,Colgate Palmolive,,,,bdscoalition.ca,0
Fin Capital,,,usa,,,bdscoalition.ca,0
Finish,,Reckitt Benckiser,,,,bdscoalition.ca,0
Finley,,Coca-Cola,,,,bdscoalition.ca,0
Finnish Free Church,,,,,,bdscoalition.ca,0
FinSec Innovation Lab,,,,,,bdscoalition.ca,0
FinTLV Ventures,,,,,,bdscoalition.ca,0
Fintop Capital,,,usa,,,bdscoalition.ca,0
Fioravanti,,Coca-Cola,,,,bdscoalition.ca,0
Firebrand Ventures,,,usa,,,bdscoalition.ca,0
Firm Capital Mortgage Investment Corporation,,,,,,bdscoalition.ca,0
First Aid Beauty,,Procter and Gamble,,,,bdscoalition.ca,0
First Christian Reformed Church-Chatham-Kent,,,,,,bdscoalition.ca,0
First International Bank of Israel Ltd.,,,,,,bdscoalition.ca,0
First Rays Venture Partners,,,usa,,,bdscoalition.ca,0
First Solar,First Solar Inc,,usa,Solar,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Firstime Ventures,,,,,,bdscoalition.ca,0
FirstMark Capital,,,usa,,,bdscoalition.ca,0
Fisher-Price,,Mattel,,,,bdscoalition.ca,0
Fissan,,Unilever,,,,bdscoalition.ca,0
Fitbit,,Alphabet Inc.,,,,bdscoalition.ca,0
Fitness Cereal,,Nestle,,,,bdscoalition.ca,0
Five Alive,,Coca-Cola,,,,bdscoalition.ca,0
five gum,,Mars,,,,bdscoalition.ca,0
Five Star Diamond Corporation,,,,,,bdscoalition.ca,0
Fiverr International Ltd.,,,,,,bdscoalition.ca,0
Fixodent,,Procter and Gamble,,,,bdscoalition.ca,0
Fjarde AP-Fonden (AP-4),,,,,,bdscoalition.ca,0
Fjor VC,,,usa,,,bdscoalition.ca,0
Flare Capital Partners,,,usa,,,bdscoalition.ca,0
Flash Cleaner,,Procter and Gamble,,,,bdscoalition.ca,0
Fleecy Fabric Softener,,Colgate Palmolive,,,,bdscoalition.ca,0
Flexagil,,Procter and Gamble,,,,bdscoalition.ca,0
Flint Capital,,,usa,,,bdscoalition.ca,0
Flonase,,Haleon,,,,bdscoalition.ca,0
FLOODGATE,,,,,,bdscoalition.ca,0
FLORA Ventures,,,,,,bdscoalition.ca,0
Florena Skincare,,Beiersdorf,,,,bdscoalition.ca,0
Flori Ventures,,,usa,,,bdscoalition.ca,0
Flossbach & von Storch,,,,,,bdscoalition.ca,0
Flowery Beauty,,American International Industries,,,,bdscoalition.ca,0
Fluffy Fabric Softener,,Colgate Palmolive,,,,bdscoalition.ca,0
