name,standard_name,parent_company,country_hq,industry,involvement_types,data_sources,confidence_score
Sweaty Betty,,Wolverine World Wide,,,,bdscoalition.ca,0
Swedbank,,,,,,bdscoalition.ca,0
Sweet Earth,,Nestle,,,,bdscoalition.ca,0
Sweet Spot Capital,,,,,,bdscoalition.ca,0
Sweetgreen,,Sweetgreen,,,,bdscoalition.ca,0
Sweetwood Ventures,,,,,,bdscoalition.ca,0
Swoodoo,,Booking Holdings,,,,bdscoalition.ca,0
SYN Ventures,,,,,,bdscoalition.ca,0
Syneron Canada Corporation,,,usa,,,bdscoalition.ca,0
Sysnet Software,,,,,,bdscoalition.ca,0
T & M Protection Resources Holdings Israel,,,,,,bdscoalition.ca,0
"T.J. Rice Family Foundation, Inc.",,,,,,bdscoalition.ca,0
T.M.M. Integrated Recycling Industries,,,,,,bdscoalition.ca,0
T2 Tea,,Unilever,,,,bdscoalition.ca,0
TA TravelCenters of America,,BP,,,,bdscoalition.ca,0
Taavura Holdings,,,,,,bdscoalition.ca,0
Taboola,,Taboola,,,,bdscoalition.ca,0
Tabor Winery,,,,,,bdscoalition.ca,0
Tabor Winery Adama Cabernet Sauvignon 2016,,,,,,bdscoalition.ca,0
Tacc Developments,,,,,,bdscoalition.ca,0
Tachles VC,,,,,,bdscoalition.ca,0
Taco Bell,,Yum! Brands,,,,bdscoalition.ca,0
"Tadbik Nj, Inc.",,,usa,,,bdscoalition.ca,0
Tadmir Group Management & Operating (2006),,,,,,bdscoalition.ca,0
TAG Heuer,,LVMH,,,,bdscoalition.ca,0
Tahal Group International B.V.,,,,,,bdscoalition.ca,0
Tahiti Shower Gel,,Colgate Palmolive,,,,bdscoalition.ca,0
Tahitian Treat,,Coca-Cola,,,,bdscoalition.ca,0
Tails Dog Food,,Nestle,,,,bdscoalition.ca,0
Takami,,L'Oreal,,,,bdscoalition.ca,0
Tal El Collection and Recycling,,,,,,bdscoalition.ca,0
Tal Ventures,,,,,,bdscoalition.ca,0
Talcid,,Bayer,,,,bdscoalition.ca,0
Talenti,,Unilever,,,,bdscoalition.ca,0
Tama Canada Ltd.,,,,,,bdscoalition.ca,0
Tamar Hazahav,,,,,,bdscoalition.ca,0
Tami Holzman Investments,,,,,,bdscoalition.ca,0
Tampax,,Procter and Gamble,,,,bdscoalition.ca,0
Tandu Technologies and Security Systems Ltd,,,,,,bdscoalition.ca,0
Tang,,Mondelez International,,,,bdscoalition.ca,0
Tangerine Bank (operating as Tangerine),,Bank of Nova Scotia,,,,bdscoalition.ca,0
Tanora Soda,,Coca-Cola,,,,bdscoalition.ca,0
Tanya Winery,,,,,,bdscoalition.ca,0
Tap & Barrel Restaurants,,,,,,bdscoalition.ca,0
Tapout,,Authentic Brands Group,,,,bdscoalition.ca,0
Target Global,,,,,,bdscoalition.ca,0
Taro Pharmaceutical Industries,,,,,,bdscoalition.ca,0
Tarpin Lumber & Truss,,,,,,bdscoalition.ca,0
Tassone Advanced Laser & Cosmetic,,,,,,bdscoalition.ca,0
Tasters Choice,,Nestle,,,,bdscoalition.ca,0
Tasty Bite,,Mars,,,,bdscoalition.ca,0
Tata Motors Ltd,Tata Motors Ltd,,India,Auto Manufacturers,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Tatcha,,Unilever,,,,bdscoalition.ca,0
Tates Bake Shop,,Mondelez International,,,,bdscoalition.ca,0
Tazo (tea),,PepsiCo,,,,bdscoalition.ca,0.25
TCP Capital,,,,,,bdscoalition.ca,0
TD Canada Trust,,,,,,bdscoalition.ca,0
Td Synnex Canada Ulc,,,,,,bdscoalition.ca,0
TDB Advisory,,,,,,bdscoalition.ca,0
Team8,,,,,,bdscoalition.ca,0
Teasers Chocolate,,Mars,,,,bdscoalition.ca,0
TechAviv Founder Partners,,,,,,bdscoalition.ca,0
Technical University of Munich,,,,,,bdscoalition.ca,0
TechU Ventures,,,,,,bdscoalition.ca,0
Tectonic Capital,,,,,,bdscoalition.ca,0
Tectonic Ventures,,,,,,bdscoalition.ca,0
Ted Baker,,Authentic Brands Group,,,,bdscoalition.ca,0
Teddy Fresh,,,,,,bdscoalition.ca,0
Tedem Civil Engineering,,,,,,bdscoalition.ca,0
Teez Ventures,,,,,,bdscoalition.ca,0
Tekoa Mushroom Farm,,,,,,bdscoalition.ca,0
Tela Tissue,,Kimberly-Clark,,,,bdscoalition.ca,0
"Teledyne Digital Imaging, Inc.",,,,,,bdscoalition.ca,0
Teleflora,,The Wonderful Company,,,,bdscoalition.ca,0
Telegospel International Inc,,,,,,bdscoalition.ca,0
Telops Inc.,,,,,,bdscoalition.ca,0
Telrad Networks,,,,,,bdscoalition.ca,0
Teltone Electronics,,,,,,bdscoalition.ca,0
Telus Communications Inc.,,,,,,bdscoalition.ca,0
Telus Employees Charitable Trust,,,,,,bdscoalition.ca,0
Temptations Cat Treats,,Mars,,,,bdscoalition.ca,0
Tempur Sealy,,,usa,,,bdscoalition.ca,0
Ten Eleven Ventures,,,,,,bdscoalition.ca,0
Tenaya Capital,,,,,,bdscoalition.ca,0
TenOneTen Ventures,,,,,,bdscoalition.ca,0
Tentmakers Fellowship International,,,,,,bdscoalition.ca,0
Tepelene Water,,Coca-Cola,,,,bdscoalition.ca,0
Teperberg 1870,,,,,,bdscoalition.ca,0
Teperberg Efrat Judean Hills Red,,,,,,bdscoalition.ca,0
Teperberg Essence Cabernet Sauvignon KP,,,,,,bdscoalition.ca,0
Teperberg Impression Cabernet Sauvignon KPM 2021,,,,,,bdscoalition.ca,0
Teperberg Impression Cabernet Sauvignon/Merlot KPM 2021,,,,,,bdscoalition.ca,0
Teperberg Impression Merlot KPM 2021,,,,,,bdscoalition.ca,0
Teperberg Impressions Sauvignon Blanc Chardonnay KPM,,,,,,bdscoalition.ca,0
Teperberg Impressions Sauvignon Blanc/Chardonnay KPM,,,,,,bdscoalition.ca,0
Teperberg Israeli Cabernet Sauvignon/Merlot KPM,,,,,,bdscoalition.ca,0
Teperberg Vision Cabernet Sauvignon KPM,,,,,,bdscoalition.ca,0
Teperberg Vision Cabernet Sauvignon/Petite Sirah KPM,,,,,,bdscoalition.ca,0
Teperberg Winery Impression Cabernet Sauvignon,,,,,,bdscoalition.ca,0
Teperberg Winery Impression Cabernet Sauvignon KP,,,,,,bdscoalition.ca,0
Teperman's,,,,,,bdscoalition.ca,0
Teralight,,,,,,bdscoalition.ca,0
Terex Corporation,Terex Corp,,usa,Farm & Construction Equipment,"occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Terra Firma Capital Corporation,,,,,,bdscoalition.ca,0
Terra Nova Steel & Iron Ontario Inc,,,,,,bdscoalition.ca,0
Terra Pave,,,,,,bdscoalition.ca,0
Terra Venture Partners,,,,,,bdscoalition.ca,0
Terralink Horticulture Inc.,,,,,,bdscoalition.ca,0
Terrazas de los Andes,,LVMH,,,,bdscoalition.ca,0
Tesa Tape,,Beiersdorf,,,,bdscoalition.ca,0
Tesco,,Tesco,,,,bdscoalition.ca,0.25
TEVA,,,,,,bdscoalition.ca,0
Teva Cabernet Sauvignon by Binyamina,,,,,,bdscoalition.ca,0
Teva Canada Limited / Teva Canada Limitee,,,,,,bdscoalition.ca,0
Teva Merlot Kosher Passover 2017 by Binyamina,,,,,,bdscoalition.ca,0
Teva Naot,,,,,,bdscoalition.ca,0
Teva Pharmaceutical Industries,,,,,,bdscoalition.ca,0
Textbook Ventures,,,,,,bdscoalition.ca,0
Textron Inc,Textron Inc,,USA,Aerospace & Defense,"border_security, occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Thales,Thales,,France,Aerospace & Defense,"border_security, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Thames River Chemical Corp.,,,,,,bdscoalition.ca,0
The 98,,,,,,bdscoalition.ca,0
The Albert & Egosah Reichmann Family Foundation,,,,,,bdscoalition.ca,0
The Apostolic Church In Canada,,,,,,bdscoalition.ca,0
The Archivists Ltd.,,Villar International Ltd,,,,bdscoalition.ca,0
The Art of Shaving,,Procter and Gamble,,,,bdscoalition.ca,0
The Ben And Janet Ledohowski Family Foundation,,,,,,bdscoalition.ca,0
The Benjamin Group,,,,,,bdscoalition.ca,0
The Bible Holiness Movement (Canada),,,,,,bdscoalition.ca,0
The Blankenstein Family Foundation,,,,,,bdscoalition.ca,0
The Body Shop (Canada),,Serruya Private Equity Inc.,,,,bdscoalition.ca,0
The Book Company,,,,,,bdscoalition.ca,0
The Bride Of God's Ministry,,,,,,bdscoalition.ca,0
The Canadian Bible Society,,Canadian Council of Churches,,,,bdscoalition.ca,0
The Carlstar Group Ulc,,,,,,bdscoalition.ca,0
The Central Bottling Company (Coca Cola Israel),,,,,,bdscoalition.ca,0
The Christian and Missionary Alliance in Canada (2012),,Canadian Council of Churches,,,,bdscoalition.ca,0
The Church Of God Of Prophecy Of Canada,,,,,,bdscoalition.ca,0
The Church Of The Street Connection,,,,,,bdscoalition.ca,0
The Coptic Orthodox Church of Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
The Council Fund,,,,,,bdscoalition.ca,0
The Dr. Max Glassman Charitable Foundation,,,,,,bdscoalition.ca,0
The Eugene And Eva Kohn Family Foundation,,,,,,bdscoalition.ca,0
The Evangelical Sisterhood Of Mary,,,,,,bdscoalition.ca,0
The Fintech Fund,,,,,,bdscoalition.ca,0
The Fire Of Jesus Christ Ministries,,,,,,bdscoalition.ca,0
The First Seventh Day Baptist Church Of Toronto,,,,,,bdscoalition.ca,0
The Fountain Church,,,,,,bdscoalition.ca,0
The Free Methodist Church In Canada,,,,,,bdscoalition.ca,0
The Fund CXO,,,,,,bdscoalition.ca,0
The Garage Syndicate Management LLC,,,,,,bdscoalition.ca,0
The Generalate Of The Sisters Of The Precious Blood,,,,,,bdscoalition.ca,0
The Habit,,Yum! Brands,,,,bdscoalition.ca,0
The Hamilton Friends Of Israel,,,,,,bdscoalition.ca,0
The Honey and Barry Sherman Legacy Foundation,,,,,,bdscoalition.ca,0
The House Fund,,,,,,bdscoalition.ca,0
The House Of Refuge Ministries,,,,,,bdscoalition.ca,0
The Jim Pattison Group,,,,,,bdscoalition.ca,0
The Kings Glory Fellowship Association,,,,,,bdscoalition.ca,0
The Kingswood Group of Companies,,,,,,bdscoalition.ca,0
The Kitchen FoodTech Hub,,,,,,bdscoalition.ca,0
The LegalTech Fund,,,,,,bdscoalition.ca,0
The Leonard And Alice Cohen Family Foundation,,,,,,bdscoalition.ca,0
The Lillian & Norman Glowinsky Family Foundation,,,,,,bdscoalition.ca,0
The Linda Frum & Howard Sokolowski Charitable Foundation,,,,,,bdscoalition.ca,0
The Loft Ministries,,,,,,bdscoalition.ca,0
The Loretto Ladies' Colleges And Schools,,,,,,bdscoalition.ca,0
The Manufacturers Life United Way Fund,,,,,,bdscoalition.ca,0
The Mar Thoma Syrian Church,,Canadian Council of Churches,,,,bdscoalition.ca,0
The Metrontario Group,,,,,,bdscoalition.ca,0
The Morningview Foundation,,,,,,bdscoalition.ca,0
The Morris And Beverly Baker Foundation,,,,,,bdscoalition.ca,0
The Mountain Valley,,,,,,bdscoalition.ca,0
The Open Door,,,,,,bdscoalition.ca,0
The Ordinary,,Deciem Inc and Estee Lauder,,,,bdscoalition.ca,0
The People's Pentecostal Assembly,,,,,,bdscoalition.ca,0
The Phoenix Holdings,,,,,,bdscoalition.ca,0
The Presbyterian Church in Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
The Redeemed Christian Church Of God Inc.,,,,,,bdscoalition.ca,0
The Redemptoristine Nuns,,,,,,bdscoalition.ca,0
The River's Edge,,,,,,bdscoalition.ca,0
The Salvation Army,,Canadian Council of Churches,,,,bdscoalition.ca,0
The Sisters Of Instruction Of The Child Jesus,,,,,,bdscoalition.ca,0
The Sisters Of Saint Ann,,,,,,bdscoalition.ca,0
The Synod Of The Diocese Of Niagara,,,,,,bdscoalition.ca,0
The Tabernacle Church Of God,,,,,,bdscoalition.ca,0
The Toronto Symphony Orchestra (TSO),,,,,,bdscoalition.ca,0
The Trendlines Group,,,,,,bdscoalition.ca,0
The United Church of Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
The University of Alberta,,,,,,bdscoalition.ca,0
The Vegetarian Butcher,,Unilever,,,,bdscoalition.ca,0
The Venture Collective,,,,,,bdscoalition.ca,0
The Voice Of Healing Ministries,,,,,,bdscoalition.ca,0
The Western Canadian District Of The Christian And Missionary Alliance,,,,,,bdscoalition.ca,0
The Wonderful Company,,The Wonderful Company,,,,bdscoalition.ca,0
The Worldwide Supply Chain Federation,,,,,,bdscoalition.ca,0
The Yonge Street Mission,,Canadian Council of Churches,,,,bdscoalition.ca,0
Themis GREN Ltd,Themis GREN Ltd,,Israel,Real Estate Services,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Theodorus,,,,,,bdscoalition.ca,0
Theraflu,,Haleon,,,,bdscoalition.ca,0
Thermasilk,,Unilever,,,,bdscoalition.ca,0
Thextons Juice,,Coca-Cola,,,,bdscoalition.ca,0
Third Sphere,,,,,,bdscoalition.ca,0
Thomasville,,Authentic Brands Group,,,,bdscoalition.ca,0
Thomy,,Nestle,,,,bdscoalition.ca,0
Thorntons Stores,,BP,,,,bdscoalition.ca,0
three musketeers,,Mars,,,,bdscoalition.ca,0
"Thrifty Foods (BC, owned by Sobeys)",,,,,,bdscoalition.ca,0
ThriveDX,,,,,,bdscoalition.ca,0
Thums Up,,Coca-Cola,,,,bdscoalition.ca,0
Thunder.vc,,,,,,bdscoalition.ca,0
ThyssenKrupp AG,thyssenkrupp AG,,Germany,Metal Fabrication,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
TI-Caveret Global,,,,,,bdscoalition.ca,0
Tidings Of Grace Ministries Inc.,,,,,,bdscoalition.ca,0
Tidy Cats,,Nestle,,,,bdscoalition.ca,0
Tiferes Ventures,,,,,,bdscoalition.ca,0
Tiffany & Co,,LVMH,,,,bdscoalition.ca,0
Tigbur- Temporary Professional Personnel Ltd,,,,,,bdscoalition.ca,0
Tiger Cookies,,Mondelez International,,,,bdscoalition.ca,0
Tiky Pina,,Coca-Cola,,,,bdscoalition.ca,0
Tim Hortons,,,,,,bdscoalition.ca,0
Timber Grove Ventures,,,,,,bdscoalition.ca,0
Time Zero Capital,,,,,,bdscoalition.ca,0
Timeless Ventures,,,,,,bdscoalition.ca,0
"Timmins Free Methodist Church,",,,,,,bdscoalition.ca,0
Tip Top Ice Cream,,Nestle,,,,bdscoalition.ca,0
Tishbi Cabernet Syrah KP 2021,,,,,,bdscoalition.ca,0
Tishbi Estate Cabernet-Sauvignon 2018,,,,,,bdscoalition.ca,0
Tishbi Estate French Riesling 2016,,,,,,bdscoalition.ca,0
Tishbi Estate Winery (Habaron Wine Cellars),,,,,,bdscoalition.ca,0
Tishbi Vineyard Cabernet Franc KP 2020,,,,,,bdscoalition.ca,0
Tishbi Vineyard Cabernet Sauvignon KP 2021,,,,,,bdscoalition.ca,0
Titan Ventures,,,,,,bdscoalition.ca,0
Tk Fresh Produce Inc.,,,,,,bdscoalition.ca,0
TKH Group NV,,,,,,bdscoalition.ca,0
TLV Partners,,,,,,bdscoalition.ca,0
Tnufa Transportation Solutions,,,,,,bdscoalition.ca,0
Tnuva Group,,,,,,bdscoalition.ca,0
Toasteds Crackers,,Kellanova,,,,bdscoalition.ca,0
Toblerone,,Mondelez International,,,,bdscoalition.ca,0
Tofa Coffee,,Nestle,,,,bdscoalition.ca,0
Toll House,,Nestle,,,,bdscoalition.ca,0
Tom Ford,,Estee Lauder,,,,bdscoalition.ca,0
Tombstone Pizza,,Nestle,,,,bdscoalition.ca,0
Tommy Hilfiger,,PVH Corp,,,,bdscoalition.ca,0
Toms of Maine,,Colgate Palmolive,,,,bdscoalition.ca,0
Too Faced,,Estee Lauder,,,,bdscoalition.ca,0
Top Aces,,,,,,bdscoalition.ca,0
TOP Funds,,,,,,bdscoalition.ca,0
Top Greenhouses,,,,,,bdscoalition.ca,0
Top Sky Line Engineering Systems,,,,,,bdscoalition.ca,0
Topo Chico,,Coca-Cola,,,,bdscoalition.ca,0
Toppur Water,,Coca-Cola,,,,bdscoalition.ca,0
Torch Capital,,,,,,bdscoalition.ca,0
Torino Drywall,,,,,,bdscoalition.ca,0
Torkin Manes,,,,,,bdscoalition.ca,0
Toronto Division Copiers,,,,,,bdscoalition.ca,0
Toronto Mandarin Chinese Community Church,,,,,,bdscoalition.ca,0
Toronto Metropolitan University,,,,,,bdscoalition.ca,0
Toronto Transit Commission,,,,,,bdscoalition.ca,0
TorQuest Partners,,,,,,bdscoalition.ca,0
Tortex Ketchup,,Unilever,,,,bdscoalition.ca,0
Tory Burch,,Estee Lauder,,,,bdscoalition.ca,0
Tostitos,,PepsiCo,,,,bdscoalition.ca,0
Total Life Christian Centre Of Ryley Interdenominnnational,,,,,,bdscoalition.ca,0
Totole,,Nestle,,,,bdscoalition.ca,0
Touchdown Ventures,,,,,,bdscoalition.ca,0
Tour Water,,Monster Beverage Corp.,,,,bdscoalition.ca,0
Tova Sales Inc.,,,,,,bdscoalition.ca,0
Town House Crackers,,Kellanova,,,,bdscoalition.ca,0
Toyota Motor Corporation,Toyota Motor Corp,,Japan,Auto Manufacturers,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
TPY Capital,,,,,,bdscoalition.ca,0
Tracker Granola Bars,,Mars,,,,bdscoalition.ca,0
Trademark Industries Inc.,,,,,,bdscoalition.ca,0
Traton SE,Traton SE,,Germany,Farm & Heavy Construction Machinery,"settlements, occupation, military_support","bdscoalition.ca, investigate.afsc.org",0.5
Travellink,,eDreams ODIEGO,,,,bdscoalition.ca,0
Tredje AP-Fonden (AP-3),,,,,,bdscoalition.ca,0
Tresemme,,Unilever,,,,bdscoalition.ca,0
Tretorn,,Authentic Brands Group,,,,bdscoalition.ca,0
Triangulo Chocolate,,Nestle,,,,bdscoalition.ca,0
Tribeca Venture Partners,,,,,,bdscoalition.ca,0
Tricon Residential,,,,,,bdscoalition.ca,0
Trident Gum,,Mondelez International,,,,bdscoalition.ca,0
Trill Bird Food,,Mars,,,,bdscoalition.ca,0
Trima Israel Pharmaceutical Products - Maabarot,,,,,,bdscoalition.ca,0
Trinity,,,,,,bdscoalition.ca,0
Trinity Baptist Church,,,,,,bdscoalition.ca,0
TripAdvisor Inc.,TripAdvisor Inc,,usa,Leisure,"settlements, occupation","bdscoalition.ca, investigate.afsc.org",0.5
Triscuit,,Mondelez International,,,,bdscoalition.ca,0
Tristar Bakers Inc.,,,,,,bdscoalition.ca,0
Triumph Lingerie,,Triumph International,,,,bdscoalition.ca,0
Triventures,,,,,,bdscoalition.ca,0
TRL Investments,,,,,,bdscoalition.ca,0
Tropicana,,PepsiCo,,,,bdscoalition.ca,0
Tru Fru chocolate,,Mars,,,,bdscoalition.ca,0
Truffle Ventures,,,,,,bdscoalition.ca,0
Truliva,,Unilever,,,,bdscoalition.ca,0
Trust Ventures.,,,,,,bdscoalition.ca,0
Tsakiris Chips,,Coca-Cola,,,,bdscoalition.ca,0
Tshuva Research,,,,,,bdscoalition.ca,0
"Tti, Inc.",,,,,,bdscoalition.ca,0
TTM Technologies,,,,,,bdscoalition.ca,0
TUC Crackers,,Mondelez International,,,,bdscoalition.ca,0
Tuesday Capital,,,,,,bdscoalition.ca,0
Tulip Syrah Reserve 2020 Kosher,,,,,,bdscoalition.ca,0
Tullys Coffee,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Tum e Yummies,,Coca-Cola,,,,bdscoalition.ca,0
Tums,,Haleon,,,,bdscoalition.ca,0
Tundra Ventures,,,,,,bdscoalition.ca,0
Turner Fleischer Architects,,,,,,bdscoalition.ca,0
Turtle Creek,,,,,,bdscoalition.ca,0
Turtles Chocolate,,Nestle,,,,bdscoalition.ca,0
Turun Sinappia,,Unilever,,,,bdscoalition.ca,0
Tusk Venture Partners,,,,,,bdscoalition.ca,0
Twain,,,,,,bdscoalition.ca,0
Twain Enterprises Limited,,,,,,bdscoalition.ca,0
Twelve Below,,,,,,bdscoalition.ca,0
Twenty Two Ventures,,,,,,bdscoalition.ca,0
Twisties Chips,,Mondelez International,,,,bdscoalition.ca,0
Twistos Chips,,PepsiCo,,,,bdscoalition.ca,0
Twitoplast Ltd.,,,,,,bdscoalition.ca,0
Twix,,Mars,,,,bdscoalition.ca,0
Two Lanterns Venture Partners,,,,,,bdscoalition.ca,0
Two Sigma Ventures,,,,,,bdscoalition.ca,0
Two-bite,,,,,,bdscoalition.ca,0
"Tyco Fire Products, Lp",,Tyco Safety Products Canada-Head Office,,,,bdscoalition.ca,0
TYH Capital,,,,,,bdscoalition.ca,0
Tylenol,,J&J (Kenvue),,,,bdscoalition.ca,0
TYPE5 Aerospace Investments,,,,,,bdscoalition.ca,0
Tyrec,,,,,,bdscoalition.ca,0
Tzafona Cellars,,,,,,bdscoalition.ca,0
Tzifha International,,,,,,bdscoalition.ca,0
TZP Group,,,,,,bdscoalition.ca,0
U by Kotex,,Kimberly-Clark,,,,bdscoalition.ca,0
Uber Eats,,,,,,bdscoalition.ca,0
UJA Federation of Greater Toronto,,,,,,bdscoalition.ca,0
Ukrainian Catholic Church,,Canadian Council of Churches,,,,bdscoalition.ca,0
Ukrainian Evangelical Baptist Church Of Peterborough,,,,,,bdscoalition.ca,0
Ukrainian Orthodox Church of Canada,,Canadian Council of Churches,,,,bdscoalition.ca,0
Ultrex Shampoo,,Unilever,,,,bdscoalition.ca,0
Umbro,,Iconix Brand Group,,,,bdscoalition.ca,0
Umm Brothers Construction Works Investment and Development Company,,,,,,bdscoalition.ca,0
Un Refuge Sous Ses Ailes - Québec,,,,,,bdscoalition.ca,0
Uncle Tobys,,Nestle,,,,bdscoalition.ca,0
Uncork Capital,,,,,,bdscoalition.ca,0
Under Armour,,Under Armour Inc.,,,,bdscoalition.ca,0
Underscore.VC,,,,,,bdscoalition.ca,0
Unfazed Ventures,,,,,,bdscoalition.ca,0
UniCredit,,,,,,bdscoalition.ca,0
Unikowsky Maoz Ltd.,,,,,,bdscoalition.ca,0
Unilever,,Unilever,,,,bdscoalition.ca,0
Union Labs VC,,,,,,bdscoalition.ca,0
Union Motors,,,,,,bdscoalition.ca,0
Union Square Ventures,,,,,,bdscoalition.ca,0
Union Tech Ventures,,,,,,bdscoalition.ca,0
Unit 8200,,,,,,bdscoalition.ca,0
United Bakers,,,,,,bdscoalition.ca,0
United Brotherhood of Carpenters & Joiners of America,,,,,,bdscoalition.ca,0
United Church of Canada,,,,,,bdscoalition.ca,0
United Way East Ontario / Centraide Est De L'ontario,,,,,,bdscoalition.ca,0
United Way Of Calgary And Area,,,,,,bdscoalition.ca,0
United Way Of Greater Toronto,,,,,,bdscoalition.ca,0
United Way Of Halifax Region,,,,,,bdscoalition.ca,0
United Way Of Sarnia-Lambton,,,,,,bdscoalition.ca,0
United Way Of The Alberta Capital Region,,,,,,bdscoalition.ca,0
"United Way Prescott-Russell, Ottawa, Lanark And Renfrew Counties",,,,,,bdscoalition.ca,0
University of Alberta,,,,,,bdscoalition.ca,0
University of British Columbia,,,,,,bdscoalition.ca,0
University of Edmonton,,,,,,bdscoalition.ca,0
University of King’s college,,,,,,bdscoalition.ca,0
University of Manitoba,,,,,,bdscoalition.ca,0
University of Ottawa,,,,,,bdscoalition.ca,0
University of Toronto - Faculty of Law,,,,,,bdscoalition.ca,0
University of Waterloo,,,,,,bdscoalition.ca,0
University Pension (Ontario),,,,,,bdscoalition.ca,0
Unless,,,,,,bdscoalition.ca,0
Unless partners,,,,,,bdscoalition.ca,0
Unorthodox Ventures,,,,,,bdscoalition.ca,0
Unovis,,,,,,bdscoalition.ca,0
Unox Meat,,Unilever,,,,bdscoalition.ca,0
Unwritten Capital,,,,,,bdscoalition.ca,0
Up.Partners,,,,,,bdscoalition.ca,0
Updata Partners,,,,,,bdscoalition.ca,0
Upfront Ventures,,,,,,bdscoalition.ca,0
Upper Canada Soap,,,,,,bdscoalition.ca,0
Upper Crust,,,,,,bdscoalition.ca,0
Upper Galilee Meron 2015 by Golan Heights Winery,,,,,,bdscoalition.ca,0
Upton Gospel Chapel,,,,,,bdscoalition.ca,0
UpWest VC,,,,,,bdscoalition.ca,0
Urban Decay,,L'Oreal,,,,bdscoalition.ca,0
Urban Innovation Fund,,,,,,bdscoalition.ca,0
Urge Drink,,Coca-Cola,,,,bdscoalition.ca,0
Urth Capital Advisors,,,,,,bdscoalition.ca,0
US Innovative Technologies Fund,,,,,,bdscoalition.ca,0
Vala Capital,,,,,,bdscoalition.ca,0
Valentino,,L'Oreal,,,,bdscoalition.ca,0
Valero Energy Corporation,Valero Energy Corp,,USA,Oil & Gas Refining & Marketing,occupation,"bdscoalition.ca, investigate.afsc.org",0.5
Valleyview Pentecostal Evangel Temple,,,,,,bdscoalition.ca,0
Valpre,,Coca-Cola,,,,bdscoalition.ca,0
Valser,,Coca-Cola,,,,bdscoalition.ca,0
Valvert,,Nestle,,,,bdscoalition.ca,0
Van Heusen,,Authentic Brands Group,,,,bdscoalition.ca,0
Vancouver Island University,,,,,,bdscoalition.ca,0
Vancouver Zion Mission Choir Society,,,,,,bdscoalition.ca,0
Vanden Bussche Irrigationequipment Limited,,,,,,bdscoalition.ca,0
Vanguard,,,,,,bdscoalition.ca,0
Vanish Detergent,,Reckitt Benckiser,,,,bdscoalition.ca,0
Vanity Fair,,Koch Industries,,,,bdscoalition.ca,0
Vanterra Ventures,,,,,,bdscoalition.ca,0
Vaseline,,Unilever,,,,bdscoalition.ca,0
Vault,,,,,,bdscoalition.ca,0
VC Platform Global Community,,,,,,bdscoalition.ca,0
Vector Capital,,,,,,bdscoalition.ca,0
Vector Cereal,,Kellanova,,,,bdscoalition.ca,0
Vectr Ventures,,,,,,bdscoalition.ca,0
Veet,,Reckitt Benckiser,,,,bdscoalition.ca,0
Venn-Mitchell Family,,,,,,bdscoalition.ca,0.25
Venom Energy Drink,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Venture in Security Angel Syndicate,,,,,,bdscoalition.ca,0
VentureIsrael,,,,,,bdscoalition.ca,0
Venus,,Procter and Gamble,,,,bdscoalition.ca,0
Venus Concept Canada Corp.,,,,,,bdscoalition.ca,0
Veracity Labs,,,,,,bdscoalition.ca,0
Verdure Capital Management,,,,,,bdscoalition.ca,0
Vered Hatamar,,,,,,bdscoalition.ca,0
Verily,,Alphabet Inc.,,,,bdscoalition.ca,0
Verissimo Ventures,,,,,,bdscoalition.ca,0
Vernico Products Ltd/Produitsvernico Ltee,,,,,,bdscoalition.ca,0
Vernors,,Keurig Dr Pepper,,,,bdscoalition.ca,0
Versatile VC,,,,,,bdscoalition.ca,0
Version One Ventures,,,,,,bdscoalition.ca,0
Vertex Ventures,,,,,,bdscoalition.ca,0
Vesey Ventures,,,,,,bdscoalition.ca,0
Veuve Clicquot,,LVMH,,,,bdscoalition.ca,0
vgames,,,,,,bdscoalition.ca,0
VHS Ventures,,,,,,bdscoalition.ca,0
Viber,,Rakuten,,,,bdscoalition.ca,0
Vichy,,L'Oreal,,,,bdscoalition.ca,0
Vickar Community Chevrolet Ltd.,,,,,,bdscoalition.ca,0
Vicks,,Procter and Gamble,,,,bdscoalition.ca,0
Victaulic Company Of Canada Ulc,,,,,,bdscoalition.ca,0
Victoria Soda,,Coca-Cola,,,,bdscoalition.ca,0
Victoria's Secret,,L Brands,,,,bdscoalition.ca,0
Victorious Revival Fire Christian Ministries Of Edmonton,,,,,,bdscoalition.ca,0
Victory Freedom Centre,,,,,,bdscoalition.ca,0
Vicwest Inc.,,,,,,bdscoalition.ca,0
Vidal Sassoon VS,,Procter and Gamble,,,,bdscoalition.ca,0
Videotec,,,,,,bdscoalition.ca,0
Viewpoint Ventures,,,,,,bdscoalition.ca,0
